UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,3,2023,4,3820507,1951568,1868939,1354562,1293318,305449,298361,36506,34973,121685,114830,7402,6975,125964,120482,1470352,1404053,374932,364999,59916,57498,168526,159368,16048,15167,1440058,1375195,937957,890599,269229,263314,14217,13809,113673,107194,4583,4310,100399,95969,1030716,979255,325234,317058,29111,28143,152707,144252,10967,10345,511510,493744,416605,402719,36220,35047,22289,21164,8012,7636,2819,2665,25565,24513,439636,424798,49698,47941,30805,29355,15819,15116,5081,4822
R,3,2023,5,3913144,2001438,1911706,1388143,1322766,312736,304631,37230,34978,127846,120025,7507,7089,127976,122217,1505726,1435075,382909,372136,61135,57941,175680,165194,16361,15434,1479221,1409115,959800,910105,277619,270545,14753,14096,119980,112488,4766,4443,102303,97438,1054242,1000077,334366,325068,30045,28740,159973,150110,11340,10588,522217,502591,428343,412661,35117,34086,22477,20882,7866,7537,2741,2646,25673,24779,451484,434998,48543,47068,31090,29201,15707,15084,5021,4846
R,3,2023,6,4011151,2051926,1959225,1432214,1363094,312935,305560,36342,35194,133395,124794,7644,7225,129396,123358,1551061,1476485,383000,372963,60791,58639,182372,170769,16747,15748,1518381,1445767,991089,938790,277792,271577,15625,15005,125539,117344,4916,4578,103420,98473,1086501,1029730,334323,326014,31364,30045,166558,155742,11710,10894,533545,513458,441125,424304,35143,33983,20717,20189,7856,7450,2728,2647,25976,24885,464560,446755,48677,46949,29427,28594,15814,15027,5037,4854
R,3,2023,7,4082742,2086480,1996262,1468501,1399175,315977,308889,35768,34504,129231,122099,7479,7211,129524,124384,1587573,1513523,385997,376781,60603,58282,177902,168333,16567,15819,1544096,1474257,1017065,965052,281445,275258,16039,15324,121375,114711,4720,4574,103452,99338,1112612,1056813,337990,330124,32047,30630,162052,153321,11470,10963,542384,522005,451436,434123,34532,33631,19729,19180,7856,7388,2759,2637,26072,25046,474961,456710,48007,46657,28556,27652,15850,15012,5097,4856
R,3,2023,8,4108191,2098340,2009851,1474424,1406692,319312,312045,35759,34883,132281,125184,7342,7221,129222,123826,1593205,1520491,389035,379389,60592,58735,180916,171285,16464,15849,1559953,1489170,1026195,973689,284345,278050,16340,15777,124838,117988,4752,4652,103483,99014,1121741,1065109,340674,332503,32467,31183,165656,156573,11582,11109,538387,520681,448229,433003,34967,33995,19419,19106,7443,7196,2590,2569,25739,24812,471464,455382,48361,46886,28125,27552,15260,14712,4882,4740
R,3,2023,9,4074510,2086703,1987807,1469964,1394965,319676,310132,36069,34727,126778,119717,7000,6712,127216,121554,1586871,1506619,388121,376522,60801,58291,174585,164664,16094,15225,1551411,1474898,1023959,967923,284776,276532,16716,15947,119689,112986,4564,4353,101707,97157,1117874,1057577,340016,330252,32809,31239,159691,150515,11298,10644,535292,512909,446005,427042,34900,33600,19353,18780,7089,6731,2436,2359,25509,24397,468997,449042,48105,46270,27992,27052,14894,14149,4796,4581
R,3,2023,10,4086542,2087421,1999121,1469130,1402916,318072,309800,35729,34646,131364,124233,7143,6886,125983,120640,1584779,1513635,385284,374925,60289,58269,179259,169399,16309,15539,1553070,1482678,1022548,971597,283961,276818,16756,16078,124392,117386,4686,4448,100727,96351,1115417,1060431,338133,329360,32729,31435,164579,155151,11502,10848,534351,516443,446582,431319,34111,32982,18973,18568,6972,6847,2457,2438,25256,24289,469362,453204,47151,45565,27560,26834,14680,14248,4807,4691
R,3,2023,11,4102643,2102370,2000273,1488874,1412735,320353,309635,36693,35057,124631,117658,6835,6585,124984,118603,1603635,1521601,387401,373605,61458,58647,171479,161788,15842,15100,1558640,1478999,1033342,975923,286530,277101,17027,16160,117743,111133,4407,4235,99591,94447,1125206,1063031,340480,328597,33107,31444,156862,147934,11067,10503,543730,521274,455532,436812,33823,32534,19666,18897,6888,6525,2428,2350,25393,24156,478429,458570,46921,45008,28351,27203,14617,13854,4775,4597
R,3,2023,12,4160030,2133384,2026646,1520001,1439997,323932,312103,34619,33510,122529,115676,6728,6388,125575,118972,1635434,1549245,391108,376249,59759,57664,169380,159514,15780,14848,1575387,1491827,1046044,986185,292177,281049,17136,16534,115896,109510,4441,4235,99693,94314,1138075,1073143,346080,332457,33372,32152,154948,146022,11115,10476,557997,534819,473957,453812,31755,31054,17483,16976,6633,6166,2287,2153,25882,24658,497359,476102,45028,43792,26387,25512,14432,13492,4665,4372
R,3,2023,13,4238010,2170372,2067638,1555399,1474448,328431,317652,34682,33336,120640,115393,6569,6440,124651,120369,1670211,1585073,395416,382981,59703,57720,166512,159177,15317,14886,1598982,1520542,1067626,1007705,296543,286906,17669,17104,114185,109256,4452,4310,98507,95261,1158774,1095615,350201,339173,33652,32814,152236,145754,10894,10519,571390,547096,487773,466743,31888,30746,17013,16232,6455,6137,2117,2130,26144,25108,511437,489458,45215,43808,26051,24906,14276,13423,4423,4367
R,3,2023,14,4369108,2237231,2131877,1607722,1525279,341058,330251,35547,33936,122179,116758,6776,6654,123949,118999,1721597,1634746,407822,394977,60671,57626,167297,159704,15523,14998,1652053,1573229,1106621,1047285,308685,298984,18142,17501,115646,110624,4628,4514,98331,94321,1197265,1134439,362446,351200,34280,32568,153341,146421,11115,10628,585178,558648,501101,477994,32373,31267,17405,16435,6533,6134,2148,2140,25618,24678,524332,500307,45376,43777,26391,25058,13956,13283,4408,4370
R,3,2023,15,4474227,2291803,2182424,1652100,1565531,346955,336515,36700,35390,126161,120016,6829,6669,123058,118303,1765052,1674066,412876,400999,61805,59549,171113,162433,15686,14978,1690865,1609673,1135962,1074282,314350,305128,18558,18205,119712,113967,4654,4453,97629,93638,1225946,1160468,367523,357045,34662,33621,157196,149266,11212,10577,600938,572751,516138,491249,32605,31387,18142,17185,6449,6049,2175,2216,25429,24665,539106,513598,45353,43954,27143,25928,13917,13167,4474,4401
R,3,2023,16,4448343,2277650,2170693,1649165,1565588,343274,331827,37005,35148,123052,117722,6688,6583,118466,113825,1757942,1669979,406213,393095,61476,58792,166615,158666,15292,14717,1683328,1602769,1138007,1077524,311471,300983,18638,17929,116613,111723,4606,4421,93993,90189,1224649,1160527,362194,350555,34375,33060,152949,145843,10945,10405,594322,567924,511158,488064,31803,30844,18367,17219,6439,5999,2082,2162,24473,23636,533293,509452,44019,42540,27101,25732,13666,12823,4347,4312
R,3,2023,17,4363928,2232353,2131575,1626710,1542464,329406,321811,35748,34450,122015,118921,6604,6554,111870,107375,1729249,1640816,388241,378834,59534,57029,163153,158259,14648,14165,1656777,1582469,1130247,1068691,299238,292675,18094,17763,116006,113306,4493,4496,88699,85538,1211810,1147257,346729,338935,33329,32278,150466,146320,10465,10172,575576,549106,496463,473773,30168,29136,17654,16687,6009,5615,2111,2058,23171,21837,517439,493559,41512,39899,26205,24751,12687,11939,4183,3993
R,3,2023,18,4342931,2220887,2122044,1621133,1537559,324261,315463,35403,33674,126387,125156,6664,6381,107039,103811,1719085,1632384,379557,369568,58614,56118,166400,163439,14436,13927,1658281,1585915,1134611,1074139,295083,287428,18107,17282,120491,119561,4677,4519,85312,82986,1212990,1150154,339772,331413,33196,31945,154201,151878,10472,10205,562606,536129,486522,463420,29178,28035,17296,16392,5896,5595,1987,1862,21727,20825,506095,482230,39785,38155,25418,24173,12199,11561,3964,3722
R,3,2023,19,4373125,2234453,2138672,1638474,1555127,322348,315599,34565,33307,128763,127723,6479,6237,103824,100679,1733506,1647267,375428,367512,57613,55615,167507,165001,14097,13551,1680796,1608761,1158774,1095972,293856,288481,17771,17286,123008,122238,4576,4420,82811,80364,1234816,1169757,336867,330567,32848,31987,155643,153637,10294,9883,553657,529911,479700,459155,28492,27118,16794,16021,5755,5485,1903,1817,21013,20315,498690,477510,38561,36945,24765,23628,11864,11364,3803,3668
R,3,2023,20,4323428,2209068,2114360,1620024,1537044,320901,315534,34539,32661,128748,127183,6436,6177,98420,95761,1709743,1624332,370948,364611,56928,54555,165391,162526,13896,13285,1664533,1593355,1147609,1084321,292758,289161,17666,17214,123172,121931,4577,4387,78751,76341,1219621,1154169,333443,328924,32407,31625,154106,151622,10203,9769,544535,521005,472415,452723,28143,26373,16873,15447,5576,5252,1859,1790,19669,19420,490122,470163,37505,35687,24521,22930,11285,10904,3693,3516
R,3,2023,21,4342059,2216755,2125304,1624259,1545702,326670,320880,34281,32217,129037,126423,6205,6094,96303,93988,1712046,1631220,375518,369082,56968,54600,164417,160537,13364,13121,1679226,1611844,1157605,1099131,298924,294837,17856,17202,123704,121288,4388,4292,76749,75094,1227745,1167688,338500,333992,32780,32092,153543,150070,9870,9640,537529,513460,466654,446571,27746,26043,16425,15015,5333,5135,1817,1802,19554,18894,484301,463532,37018,35090,24188,22508,10874,10467,3494,3481
R,3,2023,22,4418670,2254980,2163690,1645486,1566528,335180,330207,34386,32953,138339,135715,6275,6147,95314,92140,1732151,1650148,383107,377111,57299,55106,173660,169302,13491,13148,1717780,1650690,1178327,1120218,307707,304010,18202,17597,132941,130676,4553,4345,76050,73844,1247560,1187421,346451,342134,33481,32601,162852,159080,10034,9663,537200,513000,467159,446310,27473,26197,16184,15356,5398,5039,1722,1802,19264,18296,484591,462727,36656,34977,23818,22505,10808,10222,3457,3485
R,3,2023,23,4351876,2218347,2133529,1619732,1545089,331741,327291,34056,32676,134859,132994,6223,5937,91736,89542,1703138,1626132,378056,373164,56900,54819,167851,164996,13174,12802,1696000,1633111,1165096,1109676,305119,301866,18298,17685,129651,128029,4487,4232,73349,71623,1231938,1174612,342713,339225,33675,32666,157593,154978,9803,9464,522347,500418,454636,435413,26622,25425,15758,14991,5208,4965,1736,1705,18387,17919,471200,451520,35343,33939,23225,22153,10258,10018,3371,3338
R,3,2023,24,4337992,2207891,2130101,1614258,1543200,328490,325803,33400,32563,135723,135317,6207,5835,89813,87383,1695598,1622337,373210,370076,55997,54875,168207,166432,13375,12530,1694977,1636572,1167781,1113518,302343,300764,18054,17633,130470,130342,4511,4184,71818,70131,1232963,1177152,338627,336852,33385,32999,157946,156565,10045,9362,512914,493529,446477,429682,26147,25039,15346,14930,5253,4975,1696,1651,17995,17252,462635,445185,34583,33224,22612,21876,10261,9867,3330,3168
R,3,2023,25,4307516,2190008,2117508,1595599,1529014,327354,324413,32868,32107,141699,141518,6209,5891,86279,84565,1673647,1605420,369974,366623,55127,54050,172894,171861,12932,12340,1686605,1633646,1156558,1107148,302363,300129,17572,17573,136600,136624,4553,4276,68959,67896,1219023,1168562,336887,334503,32782,32750,162989,162357,9744,9256,503403,483862,439041,421866,24991,24284,15296,14534,5099,4894,1656,1615,17320,16669,454624,436858,33087,32120,22345,21300,9905,9504,3188,3084
R,3,2023,26,4338081,2202449,2135632,1606972,1541507,325186,324574,32901,31905,146898,148905,6325,5828,84167,82913,1683082,1616203,365962,365451,55347,54032,177494,178634,13009,12465,1700228,1653887,1169019,1121192,300182,300884,17696,17412,141900,144000,4580,4230,66851,66169,1229597,1180846,332838,333932,32868,32590,167877,169176,9740,9386,502221,481745,437953,420315,25004,23690,15205,14493,4998,4905,1745,1598,17316,16744,453485,435357,33124,31519,22479,21442,9617,9458,3269,3079
R,3,2023,27,4385753,2227994,2157759,1622444,1555349,331861,329726,32881,31474,151898,154816,6426,6296,82484,80098,1696742,1627357,371134,368739,55641,53550,181987,183619,13079,12894,1725900,1675120,1184053,1133644,306847,305898,17871,17167,146918,149857,4676,4562,65535,63992,1243107,1191268,338369,337308,33445,32458,172441,174257,9864,9757,502094,482639,438391,421705,25014,23828,15010,14307,4980,4959,1750,1734,16949,16106,453635,436089,32765,31431,22196,21092,9546,9362,3215,3137
R,3,2023,28,4452860,2257973,2194887,1636605,1573005,345915,345151,33166,32289,155314,158840,6519,6504,80454,79098,1708599,1643622,383570,383282,56230,54741,184651,187396,13468,13099,1755820,1711753,1197787,1151168,320715,320857,18304,17698,150316,154000,4778,4794,63920,63236,1254947,1207631,350791,351579,34297,33456,175292,178214,10200,9977,502153,483134,438818,421837,25200,24294,14862,14591,4998,4840,1741,1710,16534,15862,453652,435991,32779,31703,21933,21285,9359,9182,3268,3122
R,3,2023,29,4541861,2304330,2237531,1664158,1596115,361810,359595,34094,33335,160236,164536,6625,6601,77407,77349,1733014,1664827,397369,396285,56779,56120,188963,192340,13457,13296,1795680,1751229,1218977,1171226,336138,335058,18929,18761,155320,159635,4840,4908,61476,61641,1273637,1225963,364416,364450,34730,34795,179742,183228,10157,10130,508650,486302,445181,424889,25672,24537,15165,14574,4916,4901,1785,1693,15931,15708,459377,438864,32953,31835,22049,21325,9221,9112,3300,3166
R,3,2023,30,4635972,2350123,2285849,1695582,1629694,373016,369254,35404,33997,164272,171051,6844,6663,75005,75190,1762124,1696398,406286,403656,58181,56703,192471,198745,13563,13301,1835671,1795669,1245166,1200803,346840,344567,19763,19333,159395,166053,4982,4901,59525,60012,1297954,1254038,373053,371906,35693,35408,183588,189757,10320,10124,514452,490180,450416,428891,26176,24687,15641,14664,4877,4998,1862,1762,15480,15178,464170,442360,33233,31750,22488,21295,8883,8988,3243,3177
R,3,2023,31,4716150,2379957,2336193,1717677,1662835,374952,378539,36546,34082,170894,179087,7404,6993,72484,74657,1781244,1728190,406114,412263,59027,56556,198841,207665,14348,13974,1864357,1847529,1267691,1237581,348160,352102,20319,19550,165903,173843,5371,5153,56913,59300,1317495,1289436,372255,378628,35845,35324,189802,198245,10873,10626,515600,488664,449986,425254,26792,26437,16227,14532,4991,5244,2033,1840,15571,15357,463749,438754,33859,33635,23182,21232,9039,9420,3475,3348
R,3,2023,32,4790422,2418672,2371750,1751219,1690876,375815,381862,35980,33310,178539,186629,7755,7219,69364,71854,1811654,1753601,404722,413815,57547,55098,206303,214550,14754,14139,1902347,1890441,1301206,1272996,348596,354837,19692,19228,173193,181249,5608,5383,54052,56748,1348064,1322365,370561,379787,34432,34429,196971,205043,11138,10902,516325,481309,450013,417880,27219,27025,16288,14082,5346,5380,2147,1836,15312,15106,463590,431236,34161,34028,23115,20669,9332,9507,3616,3237
R,3,2023,33,4726994,2384363,2342631,1732749,1671209,365017,374679,35315,32559,179121,189573,7906,7163,64255,67448,1788869,1730019,391391,404224,55347,53131,204969,215978,14236,13686,1878549,1875155,1291545,1265279,338304,348196,19149,18850,173912,184282,5757,5385,49882,53163,1334914,1311461,358199,371023,32782,33106,196064,206973,10766,10604,505814,467476,441204,405930,26713,26483,16166,13709,5209,5291,2149,1778,14373,14285,453955,418558,33192,33201,22565,20025,8905,9005,3470,3082
R,3,2023,34,4621969,2331744,2290225,1704244,1640121,343244,356169,34397,31235,181546,192274,7729,6991,60584,63435,1756951,1695375,367384,383549,53442,50703,206348,217384,13897,13104,1836619,1837299,1271695,1246343,317674,330634,18304,17864,176504,187094,5691,5304,46751,50060,1312204,1289776,335478,351671,31101,31498,197793,208712,10608,10203,495125,452926,432549,393778,25570,25535,16093,13371,5042,5180,2038,1687,13833,13375,444747,405599,31906,31878,22341,19205,8555,8672,3289,2901
R,3,2023,35,4534712,2289854,2244858,1690767,1621329,325003,338896,33418,30562,175611,186365,7740,6881,57315,60825,1740439,1674362,347630,364737,51540,49339,199209,210620,13789,12920,1796377,1797048,1258003,1231406,300614,314041,17627,17276,170730,181528,5591,5189,43812,47608,1295710,1272793,317125,333585,29582,30243,190959,202394,10425,10031,493477,447810,432764,389923,24389,24855,15791,13286,4881,4837,2149,1692,13503,13217,444729,401569,30505,31152,21958,19096,8250,8226,3364,2889
R,3,2023,36,4496801,2273513,2223288,1691047,1614435,314428,329671,32764,29778,173432,184134,7607,6844,54235,58426,1738283,1665267,335316,354299,50316,48525,195779,207222,13202,12532,1781980,1778063,1259285,1226183,290297,305167,17090,16673,168544,179467,5419,5096,41345,45477,1295098,1265539,305280,323766,28735,29568,187747,199284,9904,9650,491533,445225,431762,388252,24131,24504,15674,13105,4888,4667,2188,1748,12890,12949,443185,399728,30036,30533,21581,18957,8032,7938,3298,2882
R,3,2023,37,4519112,2285849,2233263,1708728,1629016,310103,326233,32413,29642,173901,184942,7746,6989,52958,56441,1754656,1677966,330285,349405,49840,47912,195564,207549,13442,12787,1789647,1787130,1272589,1239428,286067,301851,16353,16539,169029,180208,5543,5330,40066,43774,1307086,1277187,300438,319049,27815,29226,187524,199585,10073,10012,496202,446133,436139,389588,24036,24382,16060,13103,4872,4734,2203,1659,12892,12667,447570,400779,29847,30356,22025,18686,8040,7964,3369,2775
R,3,2023,38,4463883,2252182,2211701,1688725,1615898,300382,319669,31587,29182,172987,185322,7515,6762,50986,54868,1732947,1663455,319417,341533,48726,47365,193916,207632,13048,12396,1762950,1768987,1258045,1228764,277167,295878,16100,16218,168107,180790,5320,5055,38211,42282,1290924,1265247,290486,311810,27299,28733,185943,199899,9712,9576,489232,442714,430680,387134,23215,23791,15487,12964,4880,4532,2195,1707,12775,12586,442023,398208,28931,29723,21427,18632,7973,7733,3336,2820
R,3,2023,39,4421984,2229634,2192350,1676463,1602790,293226,314833,31499,28956,171699,185243,7361,6754,49386,53774,1719265,1649355,311490,335796,48256,47230,192098,207070,12727,12423,1746792,1751813,1251043,1217501,270585,291168,15876,15939,166914,180830,5301,5088,37073,41287,1282926,1253050,283329,306432,26923,28503,184245,199464,9533,9606,482842,440537,425420,385289,22641,23665,15623,13017,4785,4413,2060,1666,12313,12487,436339,396305,28161,29364,21333,18727,7853,7606,3194,2817
R,3,2023,40,4481656,2257339,2224317,1702315,1630164,295884,319260,32135,29456,170056,184816,7429,6859,49520,53762,1745192,1676552,314027,340278,49255,48042,190265,206461,12875,12511,1764865,1773233,1267816,1235476,272978,294911,16195,16187,165288,180183,5329,5136,37259,41340,1299798,1270880,285663,310239,27588,29057,182478,198659,9673,9691,492474,451084,434499,394688,22906,24349,15940,13269,4768,4633,2100,1723,12261,12422,445394,405672,28364,30039,21667,18985,7787,7802,3202,2820
R,3,2023,41,4414761,2221066,2193695,1680432,1611866,290054,314190,30740,28348,164655,181028,7318,6580,47867,51683,1721784,1656404,307493,334576,47661,46438,184014,201509,12565,12049,1741496,1748894,1257583,1222105,267647,290582,15271,15386,159987,176362,5208,4852,35800,39607,1288237,1256045,279775,305392,26478,27848,176350,193832,9356,9231,479570,444801,422849,389761,22407,23608,15469,12962,4668,4666,2110,1728,12067,12076,433547,400359,27718,29184,21183,18590,7664,7677,3209,2818
R,3,2023,42,4412298,2218729,2193569,1682782,1612647,292750,319218,30905,28613,157682,175317,7297,6372,47313,51402,1723608,1657045,310071,339600,47742,46728,176776,195423,12560,11813,1736224,1748626,1256580,1222750,270705,295325,15479,15778,152917,170748,5150,4727,35393,39298,1286845,1256431,282745,310026,26678,28344,169066,187892,9352,9137,482505,444943,426202,389897,22045,23893,15426,12835,4765,4569,2147,1645,11920,12104,436763,400614,27326,29574,21064,18384,7710,7531,3208,2676
R,3,2023,43,4300953,2159734,2141219,1636797,1571796,287295,314648,29977,27539,153611,171382,6838,6380,45216,49474,1675820,1614290,303682,334219,46548,45203,171532,190752,11942,11656,1688945,1707460,1221436,1191636,265453,291350,14836,15064,149092,166971,4759,4776,33369,37663,1249979,1223702,276642,305341,25720,27340,164088,183409,8791,9018,470789,433759,415361,380160,21842,23298,15141,12475,4519,4411,2079,1604,11847,11811,425841,390588,27040,28878,20828,17863,7444,7343,3151,2638
R,3,2023,44,4146853,2076813,2070040,1578641,1521687,272771,302380,28226,26609,148408,166881,6204,5810,42563,46673,1615290,1561831,288166,320487,43840,43560,165360,185209,10838,10664,1632386,1652063,1185463,1155499,252465,279956,14309,14472,144145,162621,4438,4251,31566,35264,1212342,1185577,263017,292753,24641,26113,158454,178177,8111,8161,444427,417977,393178,366188,20306,22424,13917,12137,4263,4260,1766,1559,10997,11409,402948,376254,25149,27734,19199,17447,6906,7032,2727,2503
